tweet,country,state,city,street,geolocation_type,lat,lon
"We are excited to announce we have teamed up with @livefortis and their @fortisleaders program to run a mentorship program for middle and high schoolers in the Twin Cities, MN area! The program is already underway, with approximately 30 mentors who play D1, D3, USHL, NAHL, etc… https://t.co/hjvycsQTAn",United States,Minnesota,Twin Cities,,explicit,44.9863392,-93.17945580218505
Just posted a photo @ Texas https://t.co/14umzD5x3J,United States,Texas,,,explicit,31.2638905,-98.5456116
"How Sun Country Won a Unique Federal Grant, Thanks to Eau Claire, Wisconsin https://t.co/A2TmMfEHwL",United States,Wisconsin,Eau Claire,,explicit,44.811349,-91.4984941
"@CakesPom so, I saw “James” on the receipt and thought it was this guy James I met in Texas. He was SUPER confused I thanked him for pillows 😂",United States,Texas,,,explicit,31.2638905,-98.5456116
Hockeys back here in Columbus!!❤️ #CBJ https://t.co/gP9umLs5Pa,United States,Ohio,Columbus,,explicit,39.9622601,-83.0007065
Just a Utah fan at a BYU game. Apparently that’s not allowed. Oh the humanity😩 Just enjoying Friday night football with my Y family members. I hope that’s Okay? https://t.co/aEOZqHYTMu,United States,Utah,,,explicit,39.4225192,-111.714358
Next week! Japan Outlook 2022 — 1/24 (PDT) | 1/25 (JPN) 🗾 - https://t.co/w7x6Wr6xWR https://t.co/a9Yd62Qor7,Japan,,,,explicit,36.5748441,139.2394179
"It is time for the @NJWebFest AWARD NOMINATED OUTSTANDING LIVE PLAY inspired by #blaseball. GM @JohnSerpico teaser: ""Welcome to Pittsfield""",United States,Massachusetts,Pittsfield,,explicit,42.4484778,-73.2541069
It was my pleasure to meet Deputy Minister of Foreign Affairs of Belarus 🇧🇾 H.E. Yuri Ambrazevich. Had a good discussion on regional and global security issues. https://t.co/Z6svAstKqb,Belarus,,,,explicit,53.4250605,27.6971358
A final from the Nut 🥜 House. MHS 🦅 crack the nut and take down Walnut 3-0 in ECC play! @milfordvball improves to 8-2 (6-1 ECC). Back on the court tomorrow at West Clermont. #Let’M’Know @clersunsports @milford_flock @milford_schools @MilfordHsEagles @ECC_Sports @513VBRankings https://t.co/eWt8FAVtbi,United States,Ohio,Milford,,explicit,39.174625,-84.2958988
"Great coverage of Texas as a leader in the #bitcoin, crypto and blockchain space! https://t.co/kjiM8p3Xzl quote from @ManceHarmon right out of the gate!",USA,Texas,,,explicit,31.2638905,-98.5456116
"@DrSChouinard Par en Bas is located just outside of Yarmouth, about 5-10 min. drive (Highway 103)  I think I've heard of his band Sluice.",Canada,Nova Scotia,Yarmouth,,explicit,43.8372648,-66.1157
Garland ISD Step Team’s Stellar Performance – NBC 5 Dallas-Fort Worth https://t.co/Z66nPEs85L,USA,Texas,Dallas,,explicit,32.7762719,-96.7968559
Boys Basketball just about to get underway here in Norwood.  @FHSathleticdept vs @NHS_Mustangs https://t.co/ffGmgbjS4F,USA,Massachusetts,Norwood,,explicit,42.194543,-71.1994976
"🇹🇼 Taiwan, as a sovereign nation, meets all of the UN’s conditions for membership, but faces just one political hurdle ‘called China,’ FAPA’s president said #taiwan #mostshared https://t.co/eEbUM7tTIu",Taiwan,,,,explicit,23.5983227,120.83537694479216
Saturday April 9th at 1pm: Rally with Springfield Climate Justice Coalition and @LongmeadowG to stop a new @EversourceMA pipeline. No new fossil fuel infrastructure! https://t.co/v5kjUbQ7xn https://t.co/wnNrA0nw4x,USA,Massachusetts,Springfield,,explicit,42.1018764,-72.5886727
Nathaniel Watters was last seen at his parents’ house in the Keating area of Central Saanich on July 8. https://t.co/YrENLhtLDO,Canada,British Columbia,Central Saanich,,explicit,48.5946782,-123.4207265
Sulphur-St. Paul's game is tied 0-0 at halftime!,USA,Louisiana,Sulphur,,explicit,30.2365943,-93.3773783
https://t.co/EZNQn9TZpo via @seattletimes,United States,Washington,Seattle,,explicit,47.6038321,-122.330062
Rathbone Market Percy Ingle’s  was the one 😍,United Kingdom,,London,Rathbone Market,explicit,51.5166964,0.0108501616248719
"Tomorrow is County Final Day for our U13 B team!! Wishing the team and management the very best of luck vs  Ballyhaunis GAA Club in their Div 2 County Championship Final. Throw in 2.00pm in MacHale Park, Castlebar. Good luck lads 🔵⚪️🔵⚪️🔵 Please support",Ireland,,Castlebar,,explicit,53.847343,-9.2882053
"Ms. Korzeniewski’s 4th grade researchers sharing their learning about California people, places and landmarks #hvehuskies #lafsdk8 #lovelafayetteschools https://t.co/RjyMCCUzQf",United States,California,,,explicit,36.7014631,-118.755997
They look like a big ass Colorado license plate. 😂😂🤮#Rockies #CityConnect https://t.co/CRcn2EljHY,United States,Colorado,,,explicit,38.7251776,-105.607716
"On today's (3/14) show - @cliffschecter gives us the best @Twins/@Yankees trade breakdown, plus #Ukraine and #Biden! Carnahan dooms the @mngop? @GopherWGym!!! MN #CoronaVirus Update. #DemOfTheDay is @karidorry, #SD12. Edina is #9! Cop ruling. https://t.co/CbTgKQUlzA",United States,Minnesota,Edina,,explicit,44.8897027,-93.3501222
"2021 4-star DB Lovasea Carroll entered the transfer portal after playing in 4 games (3 tackles) during his true freshman season at Georgia @RadiNabulsi @AnthonyDasher1 @rivalsmike

https://t.co/RXk3SwqVtP",United States,Georgia,,,explicit,32.3293809,-83.1137366
"Beautiful night in Vermilion, OH🇺🇸⚓️ https://t.co/qaglgPt1I2",United States,Ohio,Vermilion,,explicit,41.4219889,-82.3646068
"Chairman plays solo in pdx (as 'The Chair Project') on SATURDAY @ Midnight Society on SE Belmont (formerly The Liquor Store). The basement/show area is now called The Sïx, & the spot has new owners. He'Il be kicking off the show at 9:30 SHARP, doors are at 9pm. LUDLOW plays 2nd! https://t.co/R08KzwUI12",United States,Oregon,Portland,SE Belmont,explicit,45.516507,-122.6547581
This Is The 400-Year-Old Bonsai Tree That Survived The Hiroshima Attack: It Just Keeps Growing! https://t.co/DIp1nWIgqw,Japan,,Hiroshima,,explicit,34.3917241,132.4517589
A nice gift to start the morning in #waikiki #Hawaii. Make a wish! #rainbow https://t.co/ZyETmlxPoj,United States,Hawaii,Honolulu,Waikiki,explicit,21.2793568,-157.8285713
Random memory popped in my head of Pitt doing the worm in a self initiated dance off at a pregame in Oswego 😂 ahhh that shit was gold,USA,New York,Oswego,,explicit,43.4112973,-76.1279841
"Who can fix Ontario’s health-care crisis? Not our new health minister https://t.co/Ldz0jIeiUC via @torontostar Intelligent, qualified people shy away from politics now — coarsening of public reaction, idiocy of political debate, death threats and wanton journalism.",Canada,Ontario,,,explicit,50.000678,-86.000977
AT moves to 6-1 (3-0) as they finish off the sweep of Leyden. Anthony Biancalana picked up the win and added a triple. Octavio Estrada had 3 hits today and sophomore Lukas Trippedi lead the offense with 4 RBIs including a 3 run HR! @ATHSathletics @IHSBCA1,USA,Illinois,Leyden,,explicit,41.93990105,-87.88613169350155
"In support of Durham Outlook for the Needy and the First Light Foundation of Hope, Lord Durham and Hunter the Ridgeback made an appearance at the Delpark Homes Centre to take part in a charity food drive and family skate with Their Opportunity. https://t.co/GHh5eW1n7k",Canada,Ontario,Durham,,explicit,44.0310471,-78.949678
"Lewisville is on the cusp of the playoffs 🏆 With its 42-14 win over Plano, the Farmers are almost ready to harvest the fruit of its labor 🍎 Read more Week 8 #txhsfb thoughts from @McFarland_Shawn here: https://t.co/R9y30Apuj7 👈 https://t.co/hqDGGZFjOk",USA,Texas,Lewisville,,explicit,33.046233,-96.994174
Back home in Southern California but here are some of the better skies between STL and here. https://t.co/SYq7sarcKp,USA,California,,,implicit,36.7014631,-118.755997
"Classic scene of Pacific Lumber Company no. 104, a Baldwin VO-1000, at Carlotta, CA on 10/24/67. Taken by John Illman &amp;  chosen by Erin Rose, reference and digital projects archivist. #fridayfavorites #trains https://t.co/sw3990snek",United States,California,Carlotta,,explicit,40.537357,-124.0606039
"Knoxville, TN is the center of the goddamn universe tonight… https://t.co/0nKUbzFVQK",United States,Tennessee,Knoxville,,explicit,35.9603948,-83.9210261
"Trudeau overreached, which is having the opposite effect. Quebec Drops Coronavirus Mandates After Rejecting Trudeau’s Emergency Decree https://t.co/pPdPD9schA",Canada,Quebec,,,explicit,52.4760892,-71.8258668
who wanna go w me 2 austin on the 29th 👀,United States,Texas,Austin,,explicit,30.2711286,-97.7436995
"Seeing so many creative people  in one place, reconnecting with friends and making new ones is just the kind of motivation and kick in the butt I needed! #wondercon2022 #anaheim #creatives #panels #artistlife https://t.co/E0LaXAwuqB",United States,California,Anaheim,,explicit,33.8347516,-117.911732
Police charges against top cop’s Porsche driving son at the centre of fatal #Bangkok car accident https://t.co/2lXjuAcki9,Thailand,,Bangkok,,explicit,13.7524938,100.4935089
I was in line for the @joepbeving show tonight in Brooklyn when the man himself just sort of walked up to the entrance and said hi to everyone. He seemed just as confused as us about when the doors would open.,United States,New York,Brooklyn,,explicit,40.6526006,-73.9497211
"Portland, MultCo help provide AC units for residents https://t.co/xZqZfN1AfB",United States,Oregon,Portland,,explicit,45.5202471,-122.674194
"""you attract what you fear"" oh nooooo rammstein show in vancouver im soooooo scared 😟😟",Canada,,Vancouver,,explicit,49.2608724,-123.113952
#auspol #AusPol2022 #Australia #China #CCP Xi Jinping and F-Wit Wolf Warrior diplomacy to blame for tensions between Australia and China: Former Australian Prime Minister John Howard.,Australia,,,,explicit,-24.7761086,134.755
Fired Black educators file lawsuit against Chicago Public Schools over being denied employment organized by Rosita Chatonda,United States,Illinois,Chicago,,explicit,41.8755616,-87.6244212
I can’t imagine a super regional environment in Statesboro. We have to make it happen!!,United States,Georgia,Statesboro,,explicit,32.4490141,-81.7832912
"This penguin really got the right idea. (Cape Town, South Africa)",South Africa,,Cape Town,,explicit,-33.928992,18.417396
"GB Leighton is taking the acoustic crew to Arizona! Don’t miss Rhythm Room,Thurs, Feb 17th, doors 7pm, show 8pm. Private Show on Fri, Feb 18th.",United States,Arizona,,,explicit,34.395342,-111.763275
"Ashland-Greenwood hosting Auburn in @nsaaevents playoffs. We are live! A little behind schedule, but once the action starts from Storey, you can see it all here!",United States,Nebraska,Ashland,,explicit,41.0391711,-96.3683917
"Apparently #Norway has the most insulated houses in Europe! 👍 Not surprising, home energy conservation has long been a govt priority, generously subsidised.",Norway,,,,explicit,64.5731537,11.52803643954819
"TORONTO CN TOWER LIGHTS UP PURPLE FOR MSA AWARENESS! (first time any major building lit up for MSA awareness; March is MSA awareness month!) @ CN Tower, Toronto, Ontario, Canada",Canada,Ontario,Toronto,,explicit,43.6534817,-79.3839347
Focused on Green Bay.,United States,Wisconsin,Green Bay,,explicit,44.5126379,-88.0125794
"Typical Manchester City performance at home against a team that will sit deep , they grind teams down and will eventually get through,professional performance and that’s all they need to just keep ticking along ,City found a way of getting over the line ,Cancelo really good again",United Kingdom,,Manchester,,explicit,53.4794892,-2.2451148
"Sam Heughan, winner of the Audience Award in partnership with Screen Scotland for ‘Outlander’, poses during the British Academy Scotland Awards at DoubleTree by Hilton in Glasgow, Scotland. More 📸 #BAFTAScotAwards 👉 https://t.co/tvmszPj5A0 https://t.co/xNIa3t0AWp",United Kingdom,Scotland,Glasgow,,explicit,55.861155,-4.2501687
"There are some lovely snippets of Hugh singing ""I Still Call Australia Home"" in this news segment about Qantas Airline's new ad campaign. We're keeping an eye out for the full ad, which features many Aussie stars. #hughjackman #qantas #iscah",Australia,,,,implicit,-24.7761086,134.755
"Fort worth stays who were supposed to see skz on 7/6, pls comment your @ below so I can make a gc/list for any updates and so we can spread any hope/share our emotions. And maybe we can all meet irl at the hopefully rescheduled concert!!",United States,Texas,Fort Worth,,explicit,32.753177,-97.3327459
Yates Primary got a special visit today from the @Cleveland_Ren show choir! It was great to see a few former Yates students performing alongside the rest of Mr. Atha’s talented team. Thanks again for the amazing performance. #YatesPrimary @clevelandhightn https://t.co/RzgS8lpMMV,United States,Tennessee,Cleveland,,explicit,35.1595182,-84.8766115
My stepdad is a Houston hospital for having  an extreme anxiety attack with a not so great heart. They are keeping over night so I’m thinking this time is better than ever for him to get vaccinated.,United States,Texas,Houston,,explicit,29.7589382,-95.3676974
"First Snow em Vienna, Austria https://t.co/EZeOiD11Dg",Austria,,Vienna,,explicit,48.2083537,16.3725042
"This right here is my Pride. From my Castro bedroom to countless places in between, the possibility my 23-year-old self saw in celebrating queer stories has landed me a book deal! I’m so thrilled to be publishing a commemorative anthology with @abramsbooks in 2023. https://t.co/2YDR55mcRu",United States,California,San Francisco,Castro,explicit,37.7626004,-122.4352931
Forgot golcha is also in New York I’m a miserable person that was supposed to be my stop 🫤🫤🫤,United States,New York,New York,,explicit,40.7127281,-74.0060152
Sectional Champions. Calvert defeated North Baltimore 66-47. Will play on Tuesday at 5:30 at Liberty-Benton against the winner of Carey and Hopewell-Loudon in the District Semifinals. https://t.co/tRgBmSxzPr,United States,Ohio,North Baltimore,,explicit,41.1828302,-83.6782668
Illinois State Police Director Brendan Kelly said today  this statement by the lawyer for the parents of the man charged with the Highland Park 4th of July massacre is false. FOID cards are issued for 10 years at a time and are not renewed when a holder turns 21.,United States,Illinois,Highland Park,,explicit,42.1526964,-87.7957618
The Ontario Government is (allegedly) deliberately traumatizing its citizens. Yale Professor Timothy Snyder defines Sadopopulism. https://t.co/NNPe0eL81F,Canada,Ontario,,,explicit,50.000678,-86.000977
"Playing around Google Earth, a https://t.co/el7ZgjjNVJ DXCC overlay and a circle going out 12,000km from Arizona. https://t.co/pskRc56cXm",USA,Arizona,,,explicit,34.395342,-111.763275
I am putting the finishing touches on Ember and Smolder tonight so I can ship them out Friday to Milwaukee for Ciderfest.,USA,Wisconsin,Milwaukee,,explicit,43.0386475,-87.9090751
Karachi is facing an unusual weather pattern. It is raining heavily out here. Govt should declare a city wide emergency now.,Pakistan,,Karachi,,explicit,24.8546842,67.0207055
2024 Michigan hoops commit Christian Anderson working out at the @DTAAU_ event in Atlanta @chrisanders2024 | @MichiganRivals | 🎥: @RivalsWoody | @RivalsHoops https://t.co/LtdCS59na1,USA,Georgia,Atlanta,,explicit,33.7489924,-84.3902644
"Home from Gran Canaria 😃 Flights almost missed: 2 Sun burns suffered: all of them Paella eaten: 3 Times offered drugs: 1 Hangovers endured: 1 Times accosted by women wanting to put corn rows in our hair: 30 Kg of all inclusive buffet eaten: 1000 All in all, success! #HomeAtLast",Spain,,Gran Canaria,,explicit,27.9580004,-15.6062305376665
Every day when I drive to and from work I regret living in Altoona. It’s so far 😭,USA,Pennsylvania,Altoona,,explicit,40.518681,-78.394736
The true reason Tennessee won https://t.co/QnikaTco0s,USA,Tennessee,,,explicit,35.7730076,-86.2820081
Today's video to celebrate the release of our back catalogue on coloured Vinyl is a video from our latest album Great South Road is Reg's beautiful song Walk to the Moon - Available @ https://t.co/XAeHwPPsk5 Please subscribe to our You Tune channel https://t.co/qarOtZJPjE,New Zealand,,,Great South Road,explicit,-37.1074888,174.9463043
"During the stage setup of @odesza's Sacramento show today the stage sustained ""significant damage"" rendering it unsafe for tonight's and tomorrow's shows... So the question begs...who f****d up?? https://t.co/jYA8R5dYc9",USA,California,Sacramento,,explicit,38.5810606,-121.493895
My mail-in ballot took forever to arrive to a point where I wouldn’t have time to mail it back but Colorado apparently has some kind of e-voting for us abroad? Got an email saying they’re counting my ballot and everything,USA,Colorado,,,explicit,38.7251776,-105.607716
"🗽To ⁦@elonmusk⁩ , my friend I send to you, the first son of a bitch from tweeter Argentina! GARBARZ ARIEL!is a busted lefty! https://t.co/hhCp5s5BjQ",Argentina,,,,explicit,-34.9964963,-64.9672817
"Winds tearing through North Port, FL along I-75. #HurricaneIan #flwx https://t.co/jlpgm8cBHQ",USA,Florida,North Port,I-75,explicit,27.0453815,-82.0685602
COOKIES Cry Baby Strain Review Ft. Cookies in Washington State at The Reef Cannabis Dispensary in Seattle https://t.co/6QpNngCV2t,USA,Washington,Seattle,,explicit,47.6038321,-122.330062
It’s 1990. We’re at the Chicago @Cubs’ iconic Wrigley Field. Here come five more HOFers or MVPs to take on the #BlueJays’ seven-time all-star! https://t.co/CST0WSqJ6Q,USA,Illinois,Chicago,,explicit,41.8755616,-87.6244212
"THE GATHER AGAIN, @ericchurch Scotiabank Arena, Toronto: 17,005 (100%) - $1,417,046 Canadian Tire Centre, Ottawa: 12,463 (100%) - $767,304",Canada,Ontario,Toronto,,explicit,43.6534817,-79.3839347
2019 Topps Living Set 193 KEN GRIFFEY JR. Gem Mint PSA 10 Seattle Mariners HOF #thehobby #mlb  https://t.co/rL1StUbblx,USA,Washington,Seattle,,explicit,47.6038321,-122.330062
Anonymous donor pays all funeral expenses for Uvalde shooting victims https://t.co/3XpR4waJPi,USA,Texas,Uvalde,,explicit,29.300357,-99.7733181
I’ve traveled 3 coasts in 7 days and Jackson State University is easily the hottest college in the USA.,USA,Mississippi,Jackson,,explicit,32.2998686,-90.1830408
2022 Holiday Light Shows in the Chicago Suburbs Including Large Scale and Awesome Home Displays https://t.co/R7X4JnWMtS,USA,Illinois,Chicago,,explicit,41.8755616,-87.6244212
"Italy yesterday, Switzerland today😁 https://t.co/ivLaS3kd0J",Switzerland,,,,explicit,46.7985624,8.2319736
Con Washington me hice la casa.,United States,Washington,,,explicit,47.2868352,-120.212613
"Dani Pereira &amp; Co. look to bounce back from a 2-1 home loss vs. Portland in Nashville tonight. Pereira’s appeared in 25 of Austin’s 28 matches so far this season, 22 of which were starts.",United States,,Nashville,,explicit,36.1622767,-86.7742984
North Korea Fires Missile Over Japan For First Time In Five Years  https://t.co/CparmAQB8G,Japan,,,,explicit,36.5748441,139.2394179
"UCLA out. Pac-12 moving on. Media rights deal first… then expansion. In the minutes after the UC Regents news, a source at San Diego State told me: “Look forward to them getting their TV deal done.” https://t.co/UznJd07AEY",United States,California,San Diego,,explicit,32.7174202,-117.162772
"Bubble House Canberra, #Australia https://t.co/UfiC6riUJE",Australia,,Canberra,,explicit,-35.2975906,149.1012676
"Just posted a photo @ Gold Coast, Queensland, Australia https://t.co/Bwp82SDEZh",Australia,Queensland,Gold Coast,,explicit,-28.0023731,153.4145987
"Congratulations to @ChrisMoreno for advancing to the Regionals Track &amp; Field meet in Lubbock TX. He will represent  @SanElizarioISD in the 800m, 1600m &amp;  3200m race on  4/29-4/30 @chavitomorales4  @CjakschJaksch #SanEliNation #SEHStheBest https://t.co/y3PoSQYNIx",United States,Texas,Lubbock,,explicit,33.5855677,-101.8470215
North Texas Islamic Council (NTIC) which represents over 50 Islamic orgs from DFW area had its general body meeting today at Islamic Center of Irving (ICI) https://t.co/UFFZ3SGILy,United States,Texas,Irving,,explicit,32.8295183,-96.9442177
Who wants to go to the San Diego Zoo with me.,USA,California,San Diego,,explicit,32.7174202,-117.162772
Everybody keeps spreading this story about how the Northern Lights will be visible in Chicago tonight and I’m so over April 1st,USA,Illinois,Chicago,,explicit,41.8755616,-87.6244212
"HALF: Queensbury 26, Amsterdam 19. One of the stories here is foul shooting. Queensbury is 11-14, Amsterdam is 5-14.",USA,New York,Queensbury,,explicit,43.3618532,-73.6652451
Freshman win 28-23 vs New Caney! 5th win in a row. Come from behind victory tonight. Way to turn on the HEAT! 🔥 @coachspruill @LakeCreekHS @LClionsPTO @CoachPatKennedy https://t.co/QLdywclHhY,USA,Texas,New Caney,,explicit,30.155216,-95.2113221
Happy new year from Scotland! https://t.co/Bq9I8mbPjp,Scotland,,,,explicit,56.7861112,-4.1140518
"Good evening from Orlando, Florida. #hurricaineIan https://t.co/8P8e0dgszO",USA,Florida,Orlando,,explicit,28.5421109,-81.3790304
NEW POLAROIDS ❄️ get some last minute customizable nicki holiday Polaroids for some stocking stuffers this Xmas! DM me to get yours! 5$ each! *can deliver locally (london) before xmas** https://t.co/NP36tpaMC4,United Kingdom,,London,,explicit,51.4893335,-0.1440550845276872
"Due to the nature of the code tickets will be limited to: LA, OAKLAND, SEATTLE, HOUSTON, BELMONT PARK, NEWARK.",United States,,Oakland,,explicit,37.8044557,-122.271356
"Central Texas is having an outbreak of Tornados... Round Rock, Elgin, Granger, Taylor, Georgetown and everything else just hit.",United States,Texas,Round Rock,,explicit,30.5085915,-97.6788056
"7 hours now in Beaumont A&E and still haven’t been seen. I don’t blame the doctors or nurses, they are doing their best, I blame the government for not increasing budgets and recruitment spending. #badjoke #hospital #beaumonthospital",United Kingdom,,Beaumont,,explicit,54.91462075,-3.0050745092188
"Well that was impressive for fall. Over 9” of rain in the San Bernardino Mtns, multiple feet of snow in the Sierras, 1.25” of rain at the coast (as well as wind gusts to 45 mph), and winds of 70-100 mph in the mtns & deserts! Looks like things calm down to at least Thanksgiving.",United States,California,San Bernardino,,explicit,34.8253019,-116.0833144
PHOTOS: Christmas in Oklahoma City through the years https://t.co/UnTINT0cf8,United States,Oklahoma,Oklahoma City,,explicit,35.4729886,-97.5170536
Sign me up sign me up!!! This is the passport I’m needing in my life @TexasWineTrail @weareaustin,United States,Texas,Austin,,explicit,30.2711286,-97.7436995
banished to ohio for rolling the worst joint ever,USA,Ohio,,,explicit,40.2253569,-82.6881395
"Look at how wide North St was in Pittsfield, Mass! *Of course* this became a car sewer.",USA,Massachusetts,Pittsfield,North St,explicit,42.4826242,-73.2463326
Aren't we always close to nature?? Am I just confused bc I live in Oregon &amp; I forget the rest of the world doesn't live around this many trees?,USA,Oregon,,,explicit,43.9792797,-120.737257
Happy Friday from the river #Miramichi,Canada,,Miramichi,,explicit,47.030058,-65.4707468
The Saskatchewan (Canada) government is investing over CA$13 million to improve provincial park facilities and infrastructure from 2022 to 2023.,Canada,Saskatchewan,,,explicit,55.5321257,-106.141224
"Watching election day traveling across Georgia's 2nd Congressional District encouraging voter turnout. Thanks to radio pioneer Rasheeda Ali from RCG Media for hosting today’s live, drive time remotes, DBI of Columbus for the live remote and radio legend Michael Soul for co-hosting.",USA,Georgia,Columbus,,explicit,32.4610708,-84.9880449
"The last remaining nuclear power plant in California just got a $1.1 billion dollar grant from the federal government to keep the lights on, at least for a few more years.",USA,California,,,explicit,36.7014631,-118.755997
D-Ground Faisalabad protest against Imported Haqomat #پریڈ_گراؤنڈ_جلسہ https://t.co/ocMSNh3W6T,Pakistan,,Faisalabad,,explicit,31.4220558,73.0923253
Cute lambs on Xilingol grassland of northern China 🐑🐏🐐 https://t.co/lJqGtmkaoC,China,,,,explicit,35.000074,104.999927
Is D’Andre Swift a Bust? 😳 #fantasyfootball #DetroitLions https://t.co/L2IrIlGGUh,United States,Michigan,Detroit,,explicit,42.3315509,-83.0466403
@ReadMoreBible Imagine bot’s with a thick New York accent… YIKES..! 💯,United States,New York,,,implicit,40.7127281,-74.0060152
Public gets sneak peak at The Ramble in Fayetteville https://t.co/vuABsRljOX,United States,Arkansas,Fayetteville,,explicit,36.0625843,-94.1574328
"Snow in Arkansas Ump, get real, it's Arkansas Snowing in Arkansas #HaikuSaturday We have a saying in AR, if you don't like the weather, wait a day! https://t.co/JGZRoHArij",United States,Arkansas,,,explicit,35.2048883,-92.4479108
Trying to help my 77 year old aunt in Texas find an app on her cell phone. 🤦‍♀️,United States,Texas,,,explicit,31.2638905,-98.5456116
Clips from Benton game 😈 @LanceClark3 @MaxPreps @ExpoRecruits @247fbrecruiting https://t.co/yFzkNvUm7C,United States,,Benton,,explicit,45.7162129,-94.0481042
Regional South Australia will be receiving a $12 million boost to encourage economic growth and job creation as the SA Government extends funding to seven different RDA associations. ⬇ https://t.co/x5hfGMPEaj #regionalsouthaustralia #funding #regionaldevelopment,Australia,South Australia,,,explicit,-30.5343665,135.6301212
Kansas City Star: Lindsborg - What is its Secret? - https://t.co/ftLAxFVU1t https://t.co/awkV9DeaBC,United States,Kansas,Lindsborg,,explicit,38.5736176,-97.6744838
Astros being up 1-0 on Seattle is the biggest 1-0 lead of all time. Seattle is DEAD,United States,Washington,Seattle,,explicit,47.6038321,-122.330062
"For the past year, we've laid the foundation to elect Democrats in states like Ohio, North Carolina, and Florida — where Democrats haven’t won since Obama",United States,Ohio,,,explicit,40.2253569,-82.6881395
DUA TOMORROW WTF IT FEELS SURREAL FIRST NIGHT OF EUROPE TOUR HERE WE GOOOO,Europe,,,,explicit,51.0,10.0
day 2 of wishing i was in las vegas,United States,Nevada,Las Vegas,,explicit,36.1672559,-115.148516
"Wolf Hunt' Director Kim Hong-sun, Seo In-guk, Jang Dong-yoon, Jung So-min, Attend Toronto Film Festival World Premiere can't wait to see him running on the red Carpet ➡️https://t.co/Zq9lvjMbMC #서인국 #ソイングク #SeoInGuk #늑대사냥 https://t.co/UUofBoB4oD",Canada,,Toronto,,explicit,43.6534817,-79.3839347
"Joe Russo's Almost Dead Live at High Sierra Music Festival, Quincy, CA on 2022-07-03 https://t.co/kRnPPc7n9F",United States,California,Quincy,,explicit,39.936808,-120.9471224
Alaska showing off. https://t.co/thSzsuICAh,United States,Alaska,,,explicit,64.4459613,-149.680909
I’m in Mexico and in my feels. My dad would have loved knowing that I was here visiting. I miss him 🥺,Mexico,,,,explicit,19.4326296,-99.1331785
Front 242's 40th anniversary concert at the AB Brussels was a moment to treasure for the rest of my life. All my respect for this band and the fans who still support this Belgian pride. https://t.co/plbAFTt8uE,Belgium,,Brussels,,explicit,50.8550018,4.3512333761166175
"Looking out the window at ""Winter Wonderland"" in downtown Mississauga - big time snow coming down and accumulating since 4PM, still coming down at 8PM! I'm a Summer Baby, this needs to go! 👈😲",Canada,,Mississauga,,implicit,43.5896231,-79.6443879
I love how many seagulls there are in madison,USA,Wisconsin,Madison,,explicit,43.074761,-89.3837613
"East Coast Trail, Cobbler’s Path, Torbay https://t.co/p1j4Mh2WXK",Canada,,Torbay,,explicit,47.6576953,-52.726986
"Old Bond Street, London. It’s the most wonderful time of the year. Merry Christmas and a prosperous new year to us all. God will protect and prosper us all 🙏🙏 https://t.co/GkTy2dBfzT",UK,,London,Old Bond Street,explicit,51.5081223,-0.1400363
"Fallen Leaf Lake, ElDorado County, CA 🗺38.8792, -120.0657 🧭5° ⛰6398 ft https://t.co/ielNLpmsxx https://t.co/aWl45wlf50",USA,California,ElDorado County,,explicit,38.6818479,-121.0704999
"Alameda CTC is pleased to announce availability of ~$150.8M of combined federal OBAG 3 &amp; local MB, MBB, VRF and TFCA funding. 2024 CIP applications accepted through 6/30/22. Funding application &amp; more details at  https://t.co/Pjvg1ROBAd. https://t.co/ASJjgykF8p",USA,California,Alameda,,explicit,37.6090291,-121.899142
Reading Fightin’ Phils vs. Hartford Yard Goats! I love Minor league baseball. https://t.co/nnulftQvrU,USA,Connecticut,Hartford,,explicit,41.764582,-72.6908547
New from Houston Chronicle — UH rallies past Louisiana for Independence Bowl victory https://t.co/qvgcoamV0i,USA,Louisiana,Shreveport,,explicit,32.5135356,-93.7477839
"These words, from the head of Calgary's children's hospital, reflect the esteem and respect with which Verna Yiu is held in Alberta healthcare and across #CDNhealth. #ThankYiu Verna for your leadership, perseverance and commitment to care.",Canada,Alberta,Calgary,,explicit,51.0456064,-114.057541
"UK’s Rishi Sunak visits Estonia, meets PM Kallas https://t.co/8mcE3mfQjH via @estonianworld #UK #Estonia",Estonia,,Tallinn,,explicit,59.4372155,24.7453688
"Big heist. A 300-pound safe stolen from a home in Saratoga, where residential burglaries have soared 34%! https://t.co/LNLpJbOL6j https://t.co/fw7EiXSG2r",USA,California,Saratoga,,explicit,37.2638324,-122.0230146
"My littlest little (under 10) strolled up the the Schulenburg Dairy Queen and promptly asked ""how many stars"" this restaurant was. 🥴⭐",USA,Texas,Schulenburg,,explicit,29.680116,-96.904598
"If you haven’t been following the story of South Carolina’s live mascot this off season, you’re in for a real treat.",USA,South Carolina,,,explicit,33.6874388,-80.4363743
Finally the day has arrived when Indian team will be evicted from T20WORLDCUP. 😋 https://t.co/2A4ZEeMvF0,India,,,,explicit,22.3511148,78.6677428
Which now have to have an election official monitor them continuously here in Florida.,United States,Florida,,,explicit,27.7567667,-81.4639835
